[2026-03-22T16:55:44.405+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-03-22T16:55:44.421+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: tmdb_raw_pipeline.trigger_stage manual__2026-03-22T16:55:13.015774+00:00 [queued]>
[2026-03-22T16:55:44.424+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: tmdb_raw_pipeline.trigger_stage manual__2026-03-22T16:55:13.015774+00:00 [queued]>
[2026-03-22T16:55:44.424+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 1
[2026-03-22T16:55:48.874+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:28978 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.874+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:29039 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.875+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:29393 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.875+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:29454 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.876+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:29742 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.876+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:29803 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.878+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:30348 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.879+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:30409 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.879+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:30838 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.880+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:30899 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.880+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:31252 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.881+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:31307 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.888+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:33041 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.889+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:33102 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.897+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:33619 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.898+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:33672 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.901+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:33947 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.901+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:34008 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.902+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:34457 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.902+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:34518 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.903+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:34683 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.903+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:34744 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.904+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:34785 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.904+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:34845 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.921+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:36454 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.921+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:36515 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.922+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:36830 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.922+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:36894 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.922+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:36937 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.923+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:36996 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.924+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:37525 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.925+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:37597 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.925+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:37647 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.925+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:37708 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.970+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:38653 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.971+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:38714 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.982+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:40144 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.982+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:40205 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.983+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:40579 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.983+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:40640 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.984+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:40831 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.984+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:40892 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.984+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:40933 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.985+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:40988 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.985+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:41331 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.986+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:41393 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.986+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:41435 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.986+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:41508 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.990+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:41892 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.991+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:41948 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.995+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:42179 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.997+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:42241 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:48.998+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:42283 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.239+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:42356 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.241+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:42556 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.241+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:42616 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.243+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:42899 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.243+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:42969 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.245+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:43484 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.245+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:43547 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.247+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:43712 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.248+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:43773 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.249+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:43814 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.250+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:43874 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.256+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:44244 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.257+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:44321 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.323+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:45435 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.324+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:45496 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.324+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:45537 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.327+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:45598 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.327+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:45639 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.328+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:45709 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.332+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:46041 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.333+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:46105 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.333+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:46148 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.333+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:46203 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.340+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:46588 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.342+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:46652 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.343+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:46695 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.343+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:46754 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.376+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:47079 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.380+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:47140 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.386+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:47482 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.388+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:47543 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.407+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:48231 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.409+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:48291 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.415+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:48679 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.415+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:48739 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.423+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:49390 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.424+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:49451 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.435+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:50196 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.437+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:50257 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.456+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:50502 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.457+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:50557 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.474+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:51076 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.474+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:51137 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.477+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:51552 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.480+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:51635 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.480+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:51694 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.482+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:51776 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.490+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:52399 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.491+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:52460 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.496+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:52839 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.501+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:52914 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.503+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:52968 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.506+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:53028 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.515+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:53304 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.524+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:53379 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.526+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:53433 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.530+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:53493 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.530+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:53533 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.534+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:53608 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.538+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:53662 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.539+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:53727 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.545+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:54007 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.547+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:54082 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.547+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:54136 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.550+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:54201 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.553+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:54462 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.554+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:54522 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.556+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:54773 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.559+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:54842 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.560+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:54890 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.561+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:54958 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.566+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:55216 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.567+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:55284 SyntaxWarning: invalid escape sequence '\d'
[2026-03-22T16:55:49.570+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/mgmt/datafactory/models/_models_py3.py:55472 SyntaxWarning: invalid escape sequence '\d'
